RowId,Location
1,66.27270698547363
2,37.492655754089355
3,30.39696979522705
4,36.7243766784668
5,58.744834899902344
6,37.636250495910645
7,73.08723449707031
8,37.41263294219971
9,36.53583812713623
10,37.59405040740967
11,22.093035221099854
12,37.07402515411377
13,55.70700645446777
14,28.976386070251465
15,79.46384239196777
16,29.466193199157715
17,39.09983539581299
18,28.41939640045166
19,14.848421573638916
20,29.988438606262207
21,47.900084495544434
22,58.34786796569824
23,62.06571578979492
24,75.90733909606934
25,32.58512020111084
26,75.45359230041504
27,47.18754959106445
28,72.21658515930176
29,48.48380470275879
30,76.14831733703613
31,66.94189453125
32,37.26742458343506
33,28.881065368652344
34,37.5573205947876
35,58.65719032287598
36,37.657196044921875
37,73.35067176818848
38,37.54017162322998
39,36.261534690856934
40,37.727694511413574
41,22.602092742919922
42,37.27262592315674
43,55.807456970214844
44,29.57007122039795
45,79.53889274597168
46,30.006437301635742
47,38.79727649688721
48,29.496508598327637
49,15.056463718414307
50,29.92079257965088
51,47.546204566955566
52,64.57088470458984
53,62.427085876464844
54,75.87867164611816
55,32.73259735107422
56,75.62461280822754
57,47.17350196838379
58,72.33114051818848
59,48.623931884765625
60,78.90971946716309
61,64.89078712463379
62,37.36472797393799
63,32.15291118621826
64,38.09462642669678
65,58.51387023925781
66,37.56782341003418
67,72.86254692077637
68,37.485182762145996
69,36.787001609802246
70,37.90752983093262
71,22.767761707305908
72,37.24977779388428
73,55.57094764709473
74,29.345463752746582
75,78.8060302734375
76,29.576869010925293
77,39.12642002105713
78,29.135241508483887
79,15.383176803588867
80,30.56576442718506
81,48.50123977661133
82,61.308237075805664
83,62.13520431518555
84,75.62088775634766
85,32.68136501312256
86,75.4083137512207
87,47.15921974182129
88,72.10634422302246
89,49.81687545776367
90,75.94541358947754
91,65.90986061096191
92,38.38366413116455
93,32.18952655792236
94,39.841426849365234
95,58.46187400817871
96,38.121477127075195
97,73.13357734680176
98,37.99328327178955
99,36.857245445251465
100,38.296671867370605
101,22.856954097747803
102,37.798118591308594
103,55.80976867675781
104,29.676947593688965
105,79.02693557739258
106,30.18116569519043
107,39.331546783447266
108,29.494497299194336
109,15.402932167053223
110,31.067896842956543
111,47.779852867126465
112,59.79870414733887
113,62.45767021179199
